Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Flag
39,No,Travel_Rarely,Research & Development,1.0,1,Life Sciences,4,Male,3,2,Human Resources,4,Single,7524,6,No,16,4,1,15,0,1,11,6,6,8,0
29,No,Travel_Rarely,Research & Development,6.0,1,Marketing,4,Male,2,5,Healthcare Representative,2,Married,16324,1,No,11,3,3,8,0,4,6,2,2,2,0
41,No,Travel_Rarely,Research & Development,6.0,1,Life Sciences,2,Male,2,3,Sales Representative,3,Married,9024,7,Yes,21,3,2,18,1,3,12,5,6,7,0
50,No,Travel_Rarely,Research & Development,5.0,2,Life Sciences,3,Male,3,2,Sales Executive,3,Married,7691,0,No,14,3,2,28,1,4,15,9,2,2,0
35,No,Travel_Rarely,Research & Development,13.0,3,Life Sciences,2,Female,2,2,Sales Executive,1,Married,8671,9,No,17,3,4,17,5,1,7,3,5,5,0
40,No,Travel_Rarely,Human Resources,6.0,3,Marketing,4,Female,1,3,Manufacturing Director,3,Divorced,8453,2,Yes,14,3,1,16,0,3,7,7,3,1,0
43,No,Travel_Rarely,Research & Development,8.0,3,Life Sciences,2,Female,2,3,Research Director,4,Single,7186,7,No,19,3,2,18,6,4,16,1,7,8,0
33,Yes,Non-Travel,Research & Development,11.0,4,Life Sciences,3,Male,4,2,Sales Executive,3,Single,6237,9,Yes,24,3,3,9,2,4,0,0,0,0,1
38,No,Travel_Rarely,Research & Development,1.0,2,Life Sciences,1,Female,3,5,Sales Representative,1,Divorced,19678,7,No,20,3,4,18,1,3,2,0,2,2,0
37,Yes,Non-Travel,Research & Development,7.0,3,Technical Degree,2,Female,4,1,Laboratory Technician,2,Married,3472,4,No,15,3,4,17,3,3,0,0,0,0,1
37,Yes,Travel_Frequently,Sales,19.0,3,Medical,2,Male,1,2,Human Resources,3,Divorced,6869,4,No,24,3,4,17,5,1,16,3,0,3,1
29,No,Travel_Frequently,Sales,1.0,1,Life Sciences,1,Female,1,5,Manager,4,Married,18194,7,No,19,3,1,9,3,2,9,4,0,6,0
37,No,Travel_Rarely,Sales,4.0,1,Medical,2,Male,2,2,Laboratory Technician,4,Divorced,7000,9,No,11,3,2,16,0,4,15,0,1,6,0
41,No,Travel_Rarely,Research & Development,23.0,1,Medical,3,Male,4,2,Manager,4,Married,6010,4,Yes,23,3,1,17,0,3,16,1,2,6,0
50,No,Travel_Frequently,Sales,3.0,3,Medical,4,Male,2,3,Healthcare Representative,2,Divorced,8481,8,No,22,3,2,29,2,3,1,1,1,1,0
45,No,Non-Travel,Sales,5.0,1,Life Sciences,2,Male,2,4,Healthcare Representative,4,Married,12982,0,Yes,24,4,4,26,6,3,13,1,3,9,0
56,No,Travel_Rarely,Sales,29.0,3,Technical Degree,1,Male,4,2,Healthcare Representative,1,Married,7690,4,No,14,4,3,33,0,4,6,0,0,6,0
29,No,Travel_Rarely,Research & Development,2.0,4,Life Sciences,1,Female,1,5,Manufacturing Director,1,Single,17889,2,No,17,3,3,10,6,1,8,8,3,8,0
44,No,Travel_Frequently,Research & Development,1.0,4,Medical,2,Female,1,4,Sales Representative,4,Married,13080,2,No,23,3,1,21,6,2,18,0,2,1,0
38,No,Travel_Rarely,Research & Development,17.0,5,Life Sciences,1,Female,1,2,Human Resources,3,Single,5644,1,No,12,3,4,20,5,4,0,0,0,0,0
56,No,Travel_Rarely,Sales,18.0,2,Life Sciences,4,Female,3,3,Manufacturing Director,4,Married,10146,2,No,25,3,2,31,4,1,16,1,5,9,0
29,Yes,Travel_Frequently,Research & Development,5.0,1,Life Sciences,4,Male,3,2,Sales Executive,1,Single,6332,6,No,19,3,1,10,4,4,10,2,4,8,1
29,Yes,Travel_Rarely,Research & Development,6.0,1,Medical,1,Female,2,2,Sales Executive,1,Married,5835,7,Yes,13,3,4,11,0,4,9,4,0,1,1
31,No,Travel_Rarely,Sales,16.0,2,Life Sciences,2,Male,3,4,Sales Executive,1,Married,10476,7,No,14,3,1,6,5,3,5,2,5,2,0
18,Yes,Non-Travel,Sales,12.0,2,Marketing,2,Male,3,5,Sales Representative,3,Married,15782,7,Yes,22,3,3,0,4,1,0,0,0,0,1
32,No,Travel_Rarely,Sales,2.0,5,Life Sciences,1,Male,4,2,Manufacturing Director,3,Single,6757,0,No,24,3,4,14,6,3,6,6,5,6,0
29,No,Travel_Rarely,Research & Development,1.0,2,Medical,4,Male,2,2,Manufacturing Director,3,Married,3560,6,Yes,25,3,1,9,3,3,8,8,4,2,0
38,Yes,Travel_Rarely,Sales,5.0,3,Marketing,4,Male,2,3,Laboratory Technician,1,Married,5768,1,No,25,3,2,16,5,1,5,5,3,5,1
40,Yes,Travel_Rarely,Research & Development,17.0,1,Medical,2,Male,4,2,Manufacturing Director,2,Married,7749,9,No,14,3,3,18,5,3,4,1,2,4,1
53,No,Travel_Frequently,Research & Development,20.0,2,Marketing,4,Male,1,2,Manager,4,Married,7673,3,Yes,18,3,2,32,0,3,1,1,1,1,0
45,Yes,Travel_Rarely,Research & Development,28.0,3,Medical,3,Female,4,1,Sales Executive,4,Single,5388,4,No,12,3,1,27,3,2,17,1,5,3,1
31,Yes,Travel_Rarely,Research & Development,19.0,2,Life Sciences,4,Male,1,3,Manufacturing Director,1,Divorced,6587,0,Yes,15,3,4,11,6,1,7,5,2,5,1
28,No,Travel_Rarely,Research & Development,7.0,3,Marketing,2,Male,2,2,Sales Representative,3,Married,6105,3,No,12,3,3,9,3,1,0,0,0,0,0
41,No,Travel_Rarely,Sales,5.0,4,Life Sciences,4,Male,2,2,Human Resources,2,Single,6590,3,Yes,22,3,2,22,4,3,6,6,5,6,0
24,Yes,Travel_Rarely,Research & Development,13.0,3,Medical,4,Female,3,4,Sales Executive,2,Single,9338,8,No,16,3,2,3,2,3,0,0,0,0,1
53,No,Travel_Rarely,Sales,12.0,5,Marketing,1,Male,3,4,Research Director,3,Married,15269,8,No,19,3,4,32,3,1,18,8,3,0,0
47,No,Travel_Rarely,Research & Development,6.0,3,Life Sciences,3,Male,4,3,Manager,4,Single,9510,9,No,22,3,1,29,4,1,6,6,0,4,0
32,No,Travel_Rarely,Research & Development,1.0,2,Life Sciences,1,Male,3,2,Research Director,4,Married,4584,0,Yes,19,3,2,7,6,4,6,6,3,6,0
21,No,Travel_Rarely,Research & Development,23.0,4,Medical,4,Male,2,3,Sales Executive,2,Single,6786,7,No,24,3,1,3,2,1,2,2,1,2,0
49,No,Non-Travel,Research & Development,5.0,4,Marketing,4,Male,2,2,Laboratory Technician,2,Married,4001,3,No,11,3,1,24,6,4,15,9,4,5,0
35,No,Travel_Rarely,Research & Development,4.0,3,Technical Degree,1,Male,1,2,Sales Representative,3,Single,6492,3,No,14,3,1,16,5,3,11,7,3,0,0
48,No,Travel_Rarely,Research & Development,8.0,2,Medical,3,Male,3,3,Human Resources,4,Single,9634,4,No,14,3,4,29,4,2,14,0,2,3,0
22,No,Travel_Rarely,Research & Development,10.0,4,Medical,2,Male,1,1,Human Resources,2,Married,2507,1,No,11,3,1,3,4,2,2,2,2,2,0
31,No,Travel_Frequently,Research & Development,2.0,3,Technical Degree,1,Male,2,1,Sales Executive,4,Married,4994,0,Yes,20,3,3,12,0,4,10,5,0,1,0
36,Yes,Travel_Rarely,Research & Development,16.0,3,Life Sciences,4,Female,3,1,Manufacturing Director,2,Divorced,2000,4,No,12,3,4,14,5,3,1,0,1,1,1
37,Yes,Non-Travel,Sales,3.0,3,Life Sciences,4,Male,1,2,Laboratory Technician,3,Married,5303,6,Yes,16,3,2,19,6,3,2,0,2,2,1
32,No,Travel_Rarely,Research & Development,1.0,4,Medical,2,Male,2,1,Sales Representative,4,Single,2599,9,Yes,20,3,4,14,5,3,2,2,2,1,0
42,No,Travel_Frequently,Sales,4.0,1,Marketing,4,Male,1,5,Sales Executive,4,Divorced,17505,8,Yes,25,3,2,23,1,1,19,9,2,0,0
27,Yes,Travel_Rarely,Sales,11.0,2,Technical Degree,4,Female,3,2,Manufacturing Director,2,Single,5140,1,No,13,3,3,7,2,3,3,1,3,3,1
35,No,Travel_Frequently,Sales,29.0,5,Medical,2,Male,1,2,Sales Executive,2,Single,6296,7,No,19,3,1,16,4,1,14,5,1,9,0
37,No,Travel_Frequently,Sales,14.0,5,Life Sciences,4,Male,1,2,Laboratory Technician,2,Divorced,5203,6,No,13,4,1,14,3,4,0,0,0,0,0
41,Yes,Travel_Rarely,Research & Development,25.0,2,Medical,4,Female,2,5,Sales Representative,4,Divorced,16307,1,Yes,13,4,1,17,3,2,14,4,5,6,1
43,No,Travel_Rarely,Sales,1.0,1,Life Sciences,3,Male,3,3,Manager,4,Married,10543,4,No,25,3,1,19,1,4,11,9,2,6,0
26,No,Travel_Rarely,Sales,1.0,2,Life Sciences,1,Male,4,2,Sales Executive,4,Single,7793,6,No,19,3,4,5,6,3,2,2,2,2,0
22,No,Travel_Rarely,Research & Development,7.0,3,Marketing,3,Male,4,4,Manufacturing Director,1,Married,11171,2,No,13,3,3,0,2,3,0,0,0,0,0
48,No,Travel_Frequently,Research & Development,3.0,2,Life Sciences,3,Female,1,2,Research Scientist,4,Divorced,5831,1,Yes,16,3,2,28,0,4,19,4,0,9,0
39,No,Travel_Rarely,Research & Development,15.0,2,Marketing,4,Male,2,2,Research Scientist,1,Single,7710,5,Yes,16,3,4,18,2,1,10,7,5,0,0
30,No,Travel_Rarely,Sales,10.0,4,Medical,1,Female,3,2,Research Scientist,2,Married,3243,9,Yes,11,3,1,6,3,1,0,0,0,0,0
51,No,Travel_Rarely,Sales,29.0,5,Medical,1,Female,2,2,Manufacturing Director,3,Divorced,6578,5,No,23,3,1,31,6,1,2,2,2,0,0
37,No,Travel_Rarely,Research & Development,2.0,5,Life Sciences,4,Male,3,2,Laboratory Technician,3,Single,4944,3,No,23,3,1,16,6,2,15,5,6,5,0
47,Yes,Non-Travel,Research & Development,5.0,3,Life Sciences,3,Male,2,3,Laboratory Technician,2,Married,7848,0,Yes,17,3,2,28,3,2,4,4,4,4,1
37,No,Travel_Frequently,Research & Development,6.0,3,Life Sciences,3,Male,4,2,Sales Representative,1,Single,5123,4,Yes,19,3,2,12,0,3,11,1,1,9,0
55,Yes,Travel_Rarely,Research & Development,2.0,4,Other,3,Male,4,3,Healthcare Representative,2,Married,8842,0,No,19,3,4,36,0,4,1,1,1,1,1
52,No,Travel_Frequently,Human Resources,8.0,3,Marketing,1,Male,4,1,Research Scientist,3,Divorced,5075,7,No,19,3,3,32,3,4,6,2,0,6,0
34,No,Travel_Frequently,Research & Development,5.0,1,Medical,4,Female,2,2,Human Resources,3,Married,5572,1,No,12,3,2,13,6,3,11,8,0,4,0
45,No,Travel_Rarely,Research & Development,5.0,4,Life Sciences,1,Female,2,2,Healthcare Representative,4,Divorced,5594,8,No,11,4,4,23,6,1,9,9,0,0,0
42,Yes,Travel_Frequently,Research & Development,4.0,4,Other,3,Female,1,5,Research Scientist,1,Single,17315,8,No,16,4,2,22,4,2,4,4,0,4,1
49,No,Travel_Rarely,Sales,1.0,2,Life Sciences,1,Male,4,2,Human Resources,4,Married,6142,2,Yes,16,3,4,24,4,4,14,2,4,4,0
28,No,Travel_Rarely,Research & Development,6.0,2,Life Sciences,1,Female,1,3,Laboratory Technician,3,Divorced,8611,5,No,14,3,1,8,0,3,5,5,5,5,0
43,No,Travel_Rarely,Sales,3.0,1,Medical,4,Female,2,2,Human Resources,3,Single,5761,8,No,23,3,2,18,5,1,16,9,5,8,0
46,No,Travel_Frequently,Research & Development,1.0,4,Other,4,Female,3,2,Healthcare Representative,4,Married,7329,6,No,18,3,1,23,4,1,19,1,3,1,0
20,No,Travel_Rarely,Research & Development,3.0,4,Life Sciences,1,Male,4,1,Manager,4,Single,3362,3,Yes,15,3,3,2,6,2,2,2,1,2,0
26,Yes,Travel_Rarely,Research & Development,2.0,2,Life Sciences,2,Female,4,2,Sales Executive,3,Divorced,5665,2,No,17,3,1,6,0,2,6,6,4,6,1
18,No,Travel_Rarely,Research & Development,4.0,5,Other,4,Male,4,2,Research Director,4,Married,6165,1,No,19,3,3,0,2,3,0,0,0,0,0
34,No,Travel_Rarely,Research & Development,1.0,5,Life Sciences,2,Male,4,2,Research Scientist,4,Married,4356,9,No,23,3,2,15,2,3,1,1,1,1,0
43,Yes,Travel_Frequently,Sales,6.0,2,Life Sciences,4,Male,4,4,Laboratory Technician,1,Married,12192,9,Yes,11,3,3,22,2,1,16,3,2,6,1
50,No,Travel_Rarely,Sales,10.0,3,Medical,3,Female,2,1,Sales Representative,3,Married,7175,0,No,19,3,1,32,0,1,5,5,3,5,0
37,Yes,Travel_Rarely,Human Resources,8.0,4,Technical Degree,2,Female,4,3,Research Scientist,2,Divorced,7971,9,No,23,4,2,16,0,4,12,9,1,8,1
51,No,Travel_Rarely,Research & Development,14.0,1,Medical,3,Male,4,2,Manufacturing Director,1,Single,3681,0,No,23,3,4,32,4,1,7,0,7,1,0
24,Yes,Travel_Rarely,Human Resources,5.0,5,Other,3,Male,1,3,Healthcare Representative,2,Married,7076,3,No,14,4,2,4,4,3,2,2,2,1,1
21,No,Travel_Rarely,Research & Development,6.0,3,Medical,1,Male,3,3,Laboratory Technician,4,Married,7161,3,No,17,3,4,0,4,2,0,0,0,0,0
36,No,Travel_Rarely,Research & Development,14.0,4,Life Sciences,3,Male,4,2,Human Resources,4,Married,2479,8,No,21,4,1,14,1,3,14,5,3,3,0
40,No,Travel_Rarely,Research & Development,5.0,3,Other,3,Male,1,2,Sales Representative,2,Divorced,7860,9,No,14,3,2,22,0,4,12,1,6,4,0
36,No,Travel_Rarely,Research & Development,10.0,4,Life Sciences,3,Male,2,3,Sales Executive,4,Married,7263,0,No,14,3,4,14,5,4,1,1,0,0,0
18,No,Travel_Rarely,Sales,5.0,4,Life Sciences,3,Female,1,4,Laboratory Technician,4,Divorced,11394,3,No,23,3,1,0,2,2,0,0,0,0,0
36,Yes,Travel_Rarely,Research & Development,4.0,2,Medical,1,Male,4,2,Sales Executive,1,Single,5188,2,No,25,3,3,12,6,3,1,1,0,1,1
25,No,Travel_Frequently,Research & Development,12.0,2,Life Sciences,1,Male,1,1,Research Scientist,2,Married,2000,8,No,24,4,4,3,6,4,0,0,0,0,0
42,Yes,Travel_Rarely,Research & Development,1.0,1,Life Sciences,3,Male,1,4,Research Scientist,4,Divorced,11315,4,No,25,3,3,20,2,3,16,1,5,0,1
40,No,Travel_Frequently,Research & Development,3.0,1,Life Sciences,2,Female,2,2,Research Director,2,Single,4817,8,No,14,3,2,18,1,4,12,7,1,1,0
28,No,Travel_Rarely,Research & Development,2.0,3,Medical,4,Female,1,3,Healthcare Representative,1,Single,9022,9,No,16,3,4,9,1,2,2,1,1,2,0
32,No,Travel_Rarely,Research & Development,4.0,2,Marketing,2,Female,2,2,Human Resources,3,Divorced,5122,5,Yes,15,4,1,10,2,4,4,1,1,1,0
27,No,Travel_Rarely,Sales,2.0,4,Medical,3,Male,2,2,Research Scientist,3,Married,4193,8,No,12,3,1,4,0,3,4,1,4,4,0
36,Yes,Travel_Rarely,Sales,7.0,2,Other,1,Male,1,3,Manager,2,Married,6998,0,No,19,3,3,14,2,3,11,0,0,5,1
45,No,Travel_Rarely,Research & Development,14.0,4,Life Sciences,3,Male,4,3,Manufacturing Director,3,Single,10515,3,No,21,3,1,26,2,4,3,3,2,3,0
27,Yes,Travel_Frequently,Research & Development,13.0,2,Life Sciences,3,Female,3,2,Research Director,1,Married,6417,3,No,16,3,2,2,5,1,2,2,2,2,1
41,No,Travel_Rarely,Research & Development,4.0,4,Life Sciences,1,Female,1,3,Laboratory Technician,2,Married,10021,9,Yes,20,3,2,20,6,2,10,1,3,9,0
32,No,Travel_Rarely,Sales,29.0,3,Life Sciences,2,Female,1,4,Manufacturing Director,3,Married,12630,9,No,16,3,3,13,1,2,13,0,4,7,0
29,No,Travel_Rarely,Research & Development,8.0,2,Life Sciences,4,Female,1,3,Sales Representative,3,Married,7747,5,No,19,3,4,5,1,4,1,0,1,1,0
35,No,Travel_Frequently,Research & Development,4.0,5,Marketing,3,Female,3,1,Human Resources,2,Single,2000,9,No,11,3,1,11,6,4,6,1,2,5,0
27,Yes,Non-Travel,Research & Development,16.0,5,Technical Degree,1,Male,3,3,Laboratory Technician,3,Married,7025,0,Yes,17,3,2,4,4,1,4,0,1,4,1
31,No,Travel_Rarely,Research & Development,6.0,4,Other,4,Female,2,3,Research Director,3,Single,6659,9,Yes,13,3,4,6,1,2,2,2,2,2,0
25,Yes,Travel_Rarely,Research & Development,12.0,3,Life Sciences,4,Male,3,4,Sales Executive,2,Single,8969,4,No,14,3,2,2,5,1,1,1,1,1,1
54,No,Travel_Rarely,Sales,1.0,4,Technical Degree,4,Male,3,3,Manufacturing Director,3,Married,10988,2,No,11,3,2,34,5,2,2,2,2,2,0
37,No,Travel_Frequently,Research & Development,5.0,3,Life Sciences,1,Male,1,2,Manufacturing Director,3,Married,5105,0,No,13,3,4,18,6,4,15,8,6,3,0
30,Yes,Non-Travel,Research & Development,17.0,1,Life Sciences,3,Male,2,3,Research Director,3,Divorced,9155,5,Yes,24,3,4,9,2,2,9,4,4,0,1
38,No,Travel_Frequently,Sales,6.0,2,Technical Degree,1,Male,4,3,Sales Executive,3,Married,9498,2,No,24,3,1,18,5,2,1,1,1,1,0
35,Yes,Travel_Rarely,Sales,10.0,3,Medical,3,Male,2,1,Sales Representative,4,Single,4368,3,Yes,24,3,3,15,4,2,15,6,7,8,1
34,No,Travel_Rarely,Research & Development,7.0,4,Life Sciences,2,Male,3,2,Research Scientist,2,Divorced,6515,8,Yes,17,3,3,16,2,1,16,5,4,3,0
42,Yes,Travel_Frequently,Research & Development,16.0,1,Medical,4,Male,3,2,Human Resources,4,Married,5361,1,No,24,3,2,20,0,1,9,1,3,9,1
43,No,Travel_Rarely,Research & Development,3.0,4,Life Sciences,3,Male,1,3,Healthcare Representative,4,Single,11069,0,No,16,3,3,23,0,2,17,3,6,9,0
32,No,Travel_Frequently,Sales,7.0,5,Marketing,2,Male,4,2,Research Director,1,Single,5511,9,Yes,23,3,2,12,6,3,11,8,2,2,0
31,Yes,Travel_Rarely,Research & Development,1.0,5,Medical,1,Male,4,3,Healthcare Representative,4,Married,8002,5,Yes,11,3,4,8,1,1,7,6,0,3,1
34,No,Travel_Rarely,Sales,10.0,2,Other,4,Male,4,5,Laboratory Technician,4,Divorced,16261,0,Yes,25,3,2,13,4,4,10,2,4,2,0
18,No,Travel_Rarely,Sales,11.0,2,Life Sciences,3,Female,3,4,Human Resources,1,Divorced,9882,0,No,19,3,1,0,5,4,0,0,0,0,0
23,Yes,Travel_Frequently,Research & Development,1.0,1,Life Sciences,4,Female,3,5,Sales Representative,4,Married,16572,6,No,14,3,2,0,3,2,0,0,0,0,1
49,No,Travel_Rarely,Research & Development,10.0,5,Medical,4,Female,2,5,Manufacturing Director,3,Single,18261,1,No,17,3,2,25,0,4,2,2,2,2,0
51,No,Travel_Rarely,Research & Development,4.0,3,Medical,4,Female,3,1,Sales Representative,4,Divorced,3952,3,No,14,4,1,30,5,1,19,7,2,9,0
34,Yes,Travel_Rarely,Research & Development,1.0,5,Life Sciences,1,Male,4,3,Healthcare Representative,1,Divorced,6233,3,No,17,3,1,12,6,3,7,7,4,5,1
42,No,Travel_Rarely,Research & Development,4.0,2,Medical,4,Female,4,2,Human Resources,3,Single,4416,1,Yes,15,3,3,18,0,3,2,2,0,2,0
39,No,Travel_Rarely,Sales,1.0,4,Technical Degree,3,Male,4,4,Sales Executive,4,Married,13715,5,No,11,3,4,16,0,3,5,5,5,3,0
60,No,Travel_Rarely,Human Resources,4.0,1,Other,1,Male,1,2,Manufacturing Director,2,Married,6564,9,No,25,3,4,35,0,4,1,1,1,1,0
47,No,Travel_Rarely,Research & Development,4.0,5,Marketing,2,Female,2,5,Manager,2,Divorced,17433,1,Yes,14,3,1,23,1,2,2,2,0,2,0
35,No,Non-Travel,Sales,12.0,3,Technical Degree,3,Male,2,3,Healthcare Representative,2,Married,10100,7,Yes,25,3,4,17,4,4,16,8,2,7,0
28,Yes,Non-Travel,Research & Development,13.0,3,Medical,1,Female,3,4,Laboratory Technician,2,Single,10453,3,Yes,13,3,2,10,0,2,8,2,5,5,1
22,Yes,Travel_Rarely,Research & Development,8.0,3,Marketing,3,Female,1,1,Human Resources,4,Married,2000,0,Yes,16,3,4,0,5,3,0,0,0,0,1
38,Yes,Travel_Frequently,Research & Development,1.0,1,Life Sciences,3,Female,2,2,Human Resources,2,Married,4857,6,No,16,3,1,16,5,1,3,3,0,2,1
30,No,Travel_Rarely,Research & Development,24.0,3,Life Sciences,2,Female,1,4,Research Scientist,2,Married,13421,5,No,11,4,4,6,6,4,5,0,3,2,0
23,No,Non-Travel,Sales,10.0,3,Life Sciences,1,Male,1,1,Manufacturing Director,1,Divorced,4892,5,No,24,3,1,0,1,1,0,0,0,0,0
31,No,Travel_Frequently,Sales,1.0,5,Medical,4,Male,3,4,Manufacturing Director,3,Married,12381,2,No,24,3,3,6,4,3,6,5,2,6,0
27,Yes,Travel_Rarely,Research & Development,15.0,1,Life Sciences,3,Male,1,1,Research Director,1,Single,3760,9,No,21,3,1,4,4,2,1,0,1,1,1
52,No,Travel_Rarely,Research & Development,2.0,4,Other,3,Male,2,3,Manager,4,Married,8463,6,No,12,3,2,27,6,1,8,8,5,6,0
44,Yes,Travel_Rarely,Research & Development,7.0,4,Life Sciences,3,Female,3,2,Sales Executive,2,Married,8836,5,Yes,23,3,2,25,3,4,13,7,1,6,1
36,No,Travel_Frequently,Research & Development,5.0,3,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,8601,9,No,22,4,2,16,2,1,10,1,7,4,0
50,No,Travel_Rarely,Sales,4.0,2,Medical,3,Female,1,3,Laboratory Technician,3,Single,10423,9,No,12,3,1,30,0,1,1,1,1,1,0
37,Yes,Travel_Rarely,Sales,19.0,1,Life Sciences,1,Male,1,2,Research Scientist,2,Married,5333,8,Yes,22,3,1,12,1,4,4,4,4,4,1
29,Yes,Travel_Rarely,Research & Development,5.0,2,Life Sciences,3,Male,4,2,Manufacturing Director,2,Married,4898,2,Yes,20,3,2,9,4,2,1,1,1,1,1
50,No,Non-Travel,Research & Development,1.0,1,Life Sciences,3,Male,3,1,Research Director,4,Married,6815,2,No,24,3,4,29,3,4,4,0,1,4,0
41,Yes,Non-Travel,Research & Development,26.0,1,Medical,3,Male,3,3,Research Scientist,4,Married,9407,3,No,14,3,1,22,2,3,6,4,4,6,1
27,No,Travel_Rarely,Research & Development,22.0,5,Medical,4,Female,4,3,Healthcare Representative,2,Divorced,8981,2,Yes,23,3,4,3,4,2,1,1,1,0,0
35,Yes,Travel_Frequently,Research & Development,10.0,3,Marketing,4,Male,2,3,Laboratory Technician,2,Divorced,8506,3,No,19,4,3,15,4,1,3,0,3,3,1
28,No,Travel_Frequently,Research & Development,5.0,5,Marketing,1,Male,2,3,Manufacturing Director,2,Married,6541,5,No,21,3,3,7,0,4,5,2,5,5,0
24,No,Travel_Frequently,Sales,1.0,2,Medical,3,Male,1,2,Sales Executive,2,Single,3799,0,No,12,4,3,0,2,3,0,0,0,0,0
45,Yes,Travel_Rarely,Sales,14.0,2,Life Sciences,3,Female,3,2,Manufacturing Director,3,Divorced,6223,1,Yes,21,3,3,20,2,4,1,1,1,0,1
54,No,Travel_Rarely,Research & Development,1.0,4,Life Sciences,2,Female,1,1,Healthcare Representative,4,Married,4388,9,No,18,3,2,33,6,2,11,8,4,5,0
24,No,Travel_Rarely,Research & Development,1.0,5,Marketing,4,Male,4,2,Research Scientist,2,Divorced,3651,5,No,21,3,1,6,1,3,1,1,1,1,0
42,Yes,Travel_Rarely,Research & Development,6.0,5,Life Sciences,2,Male,1,5,Manager,3,Divorced,19121,5,Yes,22,3,3,21,3,1,0,0,0,0,1
30,Yes,Travel_Rarely,Research & Development,1.0,5,Life Sciences,3,Male,2,4,Sales Executive,4,Married,10986,0,No,11,3,2,8,6,2,2,1,0,2,1
32,No,Travel_Rarely,Sales,1.0,4,Marketing,3,Male,2,2,Healthcare Representative,1,Married,5385,5,No,22,3,3,9,5,3,6,6,5,6,0
31,No,Travel_Rarely,Research & Development,4.0,5,Medical,2,Female,4,3,Manufacturing Director,2,Divorced,8155,8,Yes,18,4,1,10,1,2,8,4,4,6,0
29,No,Travel_Rarely,Research & Development,1.0,5,Life Sciences,1,Female,2,4,Healthcare Representative,3,Single,10854,7,Yes,13,3,3,7,3,1,4,4,0,4,0
37,No,Travel_Rarely,Research & Development,1.0,5,Life Sciences,1,Male,4,2,Human Resources,3,Married,7440,9,Yes,24,3,3,15,6,3,4,4,3,4,0
29,No,Travel_Rarely,Sales,1.0,5,Other,2,Male,3,1,Manager,1,Married,2039,4,No,25,4,4,11,1,4,6,6,6,5,0
39,No,Travel_Frequently,Research & Development,2.0,2,Technical Degree,3,Female,4,1,Sales Representative,4,Married,4013,3,Yes,15,4,4,15,3,4,14,9,0,3,0
36,No,Non-Travel,Research & Development,11.0,3,Medical,2,Male,4,3,Research Director,4,Single,8735,5,No,11,3,4,18,5,1,6,2,4,6,0
34,No,Travel_Rarely,Research & Development,14.0,2,Medical,4,Female,4,5,Human Resources,4,Single,16654,4,No,11,3,4,9,0,3,3,3,1,3,0
28,No,Travel_Frequently,Sales,5.0,5,Medical,1,Male,2,3,Healthcare Representative,2,Divorced,5683,5,Yes,16,3,3,3,3,1,0,0,0,0,0
31,Yes,Travel_Rarely,Human Resources,6.0,1,Other,2,Male,3,1,Research Director,4,Married,4344,9,No,13,3,3,10,5,1,1,1,1,1,1
43,Yes,Travel_Frequently,Research & Development,1.0,1,Other,1,Male,1,2,Sales Executive,2,Single,7392,2,No,18,3,4,25,1,2,7,7,6,7,1
41,No,Travel_Rarely,Sales,1.0,4,Life Sciences,4,Male,3,4,Human Resources,4,Single,12029,6,No,14,3,1,23,2,4,11,3,2,4,0
28,Yes,Travel_Rarely,Sales,2.0,2,Marketing,3,Female,2,4,Sales Executive,3,Married,12168,7,Yes,16,4,2,4,4,1,0,0,0,0,1
37,Yes,Travel_Rarely,Sales,7.0,4,Life Sciences,3,Male,3,3,Healthcare Representative,4,Married,8569,4,No,23,3,3,14,5,2,1,1,0,1,1
43,Yes,Travel_Rarely,Research & Development,12.0,4,Life Sciences,3,Male,3,3,Manager,4,Divorced,7303,4,No,20,3,4,23,5,1,11,5,2,6,1
21,No,Travel_Rarely,Research & Development,8.0,1,Medical,1,Male,4,1,Manufacturing Director,4,Divorced,2000,3,No,22,3,2,0,5,1,0,0,0,0,0
41,No,Travel_Rarely,Research & Development,4.0,2,Life Sciences,4,Male,4,4,Research Director,2,Single,13965,9,Yes,19,3,4,20,3,1,2,2,2,2,0
30,No,Travel_Rarely,Sales,1.0,3,Other,2,Male,2,4,Research Scientist,3,Single,11771,4,No,24,3,4,5,6,4,5,0,2,5,0
42,No,Travel_Frequently,Research & Development,13.0,2,Life Sciences,3,Male,4,2,Healthcare Representative,4,Married,5262,9,No,18,3,1,18,3,3,13,2,1,2,0
29,Yes,Travel_Rarely,Sales,4.0,4,Medical,1,Female,2,3,Sales Executive,2,Single,6609,7,Yes,14,3,1,8,2,4,6,3,0,5,1
20,Yes,Travel_Rarely,Research & Development,11.0,5,Technical Degree,3,Male,1,2,Research Scientist,2,Single,3881,4,No,20,3,3,0,0,2,0,0,0,0,1
